station_idx,latitude,longitude
0,6.066666666666667,80.23103448275863
1,6.066666666666667,80.30689655172414
2,6.066666666666667,80.38275862068966
3,6.066666666666667,80.45862068965518
4,6.066666666666667,80.5344827586207
5,6.066666666666667,80.61034482758622
6,6.066666666666667,80.68620689655172
7,6.066666666666667,80.76206896551724
8,6.066666666666667,80.83793103448276
9,6.233333333333333,80.07931034482759
10,6.233333333333333,80.15517241379311
11,6.233333333333333,80.23103448275863
12,6.233333333333333,80.30689655172414
13,6.233333333333333,80.38275862068966
14,6.233333333333333,80.45862068965518
15,6.233333333333333,80.5344827586207
16,6.233333333333333,80.61034482758622
17,6.233333333333333,80.68620689655172
18,6.233333333333333,80.76206896551724
19,6.233333333333333,80.83793103448276
20,6.233333333333333,80.91379310344828
21,6.233333333333333,80.98965517241379
22,6.233333333333333,81.06551724137931
23,6.233333333333333,81.14137931034483
24,6.233333333333333,81.21724137931035
25,6.233333333333333,81.29310344827587
26,6.4,80.07931034482759
27,6.4,80.15517241379311
28,6.4,80.23103448275863
29,6.4,80.30689655172414
30,6.4,80.38275862068966
31,6.4,80.45862068965518
32,6.4,80.5344827586207
33,6.4,80.61034482758622
34,6.4,80.68620689655172
35,6.4,80.76206896551724
36,6.4,80.83793103448276
37,6.4,80.91379310344828
38,6.4,80.98965517241379
39,6.4,81.06551724137931
40,6.4,81.14137931034483
41,6.4,81.21724137931035
42,6.4,81.29310344827587
43,6.4,81.36896551724138
44,6.4,81.4448275862069
45,6.4,81.52068965517242
46,6.4,81.59655172413794
47,6.566666666666667,80.00344827586207
48,6.566666666666667,80.07931034482759
49,6.566666666666667,80.15517241379311
50,6.566666666666667,80.23103448275863
51,6.566666666666667,80.30689655172414
52,6.566666666666667,80.38275862068966
53,6.566666666666667,80.45862068965518
54,6.566666666666667,80.5344827586207
55,6.566666666666667,80.61034482758622
56,6.566666666666667,80.68620689655172
57,6.566666666666667,80.76206896551724
58,6.566666666666667,80.83793103448276
59,6.566666666666667,80.91379310344828
60,6.566666666666667,80.98965517241379
61,6.566666666666667,81.06551724137931
62,6.566666666666667,81.14137931034483
63,6.566666666666667,81.21724137931035
64,6.566666666666667,81.29310344827587
65,6.566666666666667,81.36896551724138
66,6.566666666666667,81.4448275862069
67,6.566666666666667,81.52068965517242
68,6.566666666666667,81.59655172413794
69,6.566666666666667,81.67241379310346
70,6.733333333333333,79.92758620689655
71,6.733333333333333,80.00344827586207
72,6.733333333333333,80.07931034482759
73,6.733333333333333,80.15517241379311
74,6.733333333333333,80.23103448275863
75,6.733333333333333,80.30689655172414
76,6.733333333333333,80.38275862068966
77,6.733333333333333,80.45862068965518
78,6.733333333333333,80.5344827586207
79,6.733333333333333,80.61034482758622
80,6.733333333333333,80.68620689655172
81,6.733333333333333,80.76206896551724
82,6.733333333333333,80.83793103448276
83,6.733333333333333,80.91379310344828
84,6.733333333333333,80.98965517241379
85,6.733333333333333,81.06551724137931
86,6.733333333333333,81.14137931034483
87,6.733333333333333,81.21724137931035
88,6.733333333333333,81.29310344827587
89,6.733333333333333,81.36896551724138
90,6.733333333333333,81.4448275862069
91,6.733333333333333,81.52068965517242
92,6.733333333333333,81.59655172413794
93,6.733333333333333,81.67241379310346
94,6.733333333333333,81.74827586206897
95,6.9,79.85172413793104
96,6.9,79.92758620689655
97,6.9,80.00344827586207
98,6.9,80.07931034482759
99,6.9,80.15517241379311
100,6.9,80.23103448275863
101,6.9,80.30689655172414
102,6.9,80.38275862068966
103,6.9,80.45862068965518
104,6.9,80.5344827586207
105,6.9,80.61034482758622
106,6.9,80.68620689655172
107,6.9,80.76206896551724
108,6.9,80.83793103448276
109,6.9,80.91379310344828
110,6.9,80.98965517241379
111,6.9,81.06551724137931
112,6.9,81.14137931034483
113,6.9,81.21724137931035
114,6.9,81.29310344827587
115,6.9,81.36896551724138
116,6.9,81.4448275862069
117,6.9,81.52068965517242
118,6.9,81.59655172413794
119,6.9,81.67241379310346
120,6.9,81.74827586206897
