origin_date,target_date,horizon_days,district,hazard,p_Flood,p_Drought,p_Normal,threshold_flood,threshold_drought,temperature,explanation_top_features,y_pred_mm,roll3_mm,roll7_mm,roll30_mm,n_stations,feedback,comment
2024-07-24,2024-07-31,7,Trikuṇāmalaya,Drought,2.959537743925892e-194,1.0,1.5157581122557838e-29,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8549992356735381}, {""feature"": ""roll3_mm"", ""shap_value"": 0.024999920503997224}, {""feature"": ""y_pred_mm"", ""shap_value"": -1.1450093739817646e-07}, {""feature"": ""roll7_mm"", ""shap_value"": 5.1238863534031065e-09}]",0.8068846740701007,2.618750054482042,3.1562500657874644,3.1562500657874644,16,,
2024-07-24,2024-07-31,7,Vavuniyāva,Drought,1.4506713291917013e-191,1.0,1.8886071615441822e-28,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8549992455816237}, {""feature"": ""roll3_mm"", ""shap_value"": 0.02499990390349504}, {""feature"": ""y_pred_mm"", ""shap_value"": -1.115158351147616e-07}, {""feature"": ""roll7_mm"", ""shap_value"": 8.831200777603687e-09}]",0.8114998114558584,3.169230836501237,3.946153932936433,3.946153932936433,13,,
2024-07-24,2024-07-31,7,Yāpanaya,Drought,1.3715248201333174e-172,1.0,1.7163275689237692e-22,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8546269758449897}, {""feature"": ""roll3_mm"", ""shap_value"": 0.025531273301292776}, {""feature"": ""roll7_mm"", ""shap_value"": -0.00023165655399452582}, {""feature"": ""y_pred_mm"", ""shap_value"": 7.245420819640067e-05}]",0.788285615007529,7.666666516817775,8.133333167327512,8.183333165949854,6,,
2024-07-25,2024-08-01,7,Ampāra,Drought,6.689072639160443e-161,0.9999999999980624,1.9375228622920675e-12,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8449993375929069}, {""feature"": ""roll3_mm"", ""shap_value"": 0.0349997505861093}, {""feature"": ""y_pred_mm"", ""shap_value"": -9.674563205760989e-08}, {""feature"": ""roll7_mm"", ""shap_value"": 5.536516379557599e-08}]",0.8188642965839777,8.24814808747789,14.714814909756026,15.551851964991949,27,,
2024-07-25,2024-08-01,7,Anurādhapura,Drought,2.0221799801896918e-191,1.0,3.70058017386468e-26,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8549990619537043}, {""feature"": ""roll3_mm"", ""shap_value"": 0.0250001581177339}, {""feature"": ""roll7_mm"", ""shap_value"": -9.366353262603433e-08}, {""feature"": ""y_pred_mm"", ""shap_value"": -7.960742138407584e-08}]",0.8056837121750955,2.4367347080378936,5.038775575428859,5.644898042023908,49,,
2024-07-25,2024-08-01,7,Badulla,Drought,8.656361054110625e-182,1.0,8.228914564409193e-20,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8500259452485076}, {""feature"": ""roll3_mm"", ""shap_value"": 0.03006034249092727}, {""feature"": ""roll7_mm"", ""shap_value"": -0.0001535468602477004}, {""feature"": ""y_pred_mm"", ""shap_value"": 6.630592129724597e-05}]",0.8440161409837174,3.573684204974284,8.531579101699556,10.2789475196281,19,,
2024-07-25,2024-08-01,7,Hambantŏṭa,Drought,2.479154042563954e-162,0.9987469816823484,0.0012530183176514,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8369550355811077}, {""feature"": ""roll3_mm"", ""shap_value"": 0.043285872490611166}, {""feature"": ""roll7_mm"", ""shap_value"": -0.0007802824415112913}, {""feature"": ""y_pred_mm"", ""shap_value"": -0.0007145971473747383}]",1.1398346197595983,4.681250075134681,19.3749999190539,22.21874990200329,16,,
2024-07-25,2024-08-01,7,Kilinŏchchi,Drought,1.8756198670256187e-200,1.0,5.406015689704799e-31,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8549991787984685}, {""feature"": ""roll3_mm"", ""shap_value"": 0.024999977044461386}, {""feature"": ""y_pred_mm"", ""shap_value"": -1.0826250532516846e-07}, {""feature"": ""roll7_mm"", ""shap_value"": -7.799402911706776e-10}]",0.8365985138214243,0.9750000267487844,2.062500101478621,2.150000106128072,8,,
2024-07-25,2024-08-01,7,Mannārama,Drought,1.5679919871198926e-200,1.0,4.6451323217461685e-31,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8549991953006639}, {""feature"": ""roll3_mm"", ""shap_value"": 0.024999977154410928}, {""feature"": ""y_pred_mm"", ""shap_value"": -1.2498259941221002e-07}, {""feature"": ""roll7_mm"", ""shap_value"": -6.719912057362443e-10}]",0.7908719565535821,0.9800000082244404,2.080000006050449,2.0866666728326155,15,,
2024-07-25,2024-08-01,7,Maḍakalapuva,Drought,3.871862057972451e-170,1.0,6.976797626372971e-19,0.6,0.6,0.5,"[{""feature"": ""roll30_mm"", ""shap_value"": 0.8493697841217288}, {""feature"": ""roll3_mm"", ""shap_value"": 0.030793773670104822}, {""feature"": ""roll7_mm"", ""shap_value"": -0.00033110291667020654}, {""feature"": ""y_pred_mm"", ""shap_value"": 0.00016659192532103573}]",0.7971394313225543,7.275000023067879,10.175000132369956,10.843750131155424,16,,
